,pnl,book_size,long_count,short_count,turnover,returns,drawdown,margin,fitness,sharpe,start_date,alpha_id,expression,concentrated_weight,high_turnover,low_2y_sharpe,low_fitness,low_sharpe,low_sub_universe_sharpe,low_turnover
96,-902757,20000000,755,814,0.0247,-0.0087,0.1552,-0.000705,-0.09,-0.35,2012-01-22,plO0P8g,"group_neutralize(ts_scale(group_backfill(oth455_partner_roam_w1_pca_fact1_value, industry, 252, std=1), 252), densify(country))",PASS,PASS,FAIL,FAIL,FAIL,FAIL,PASS
97,-1390377,20000000,743,855,0.088,-0.0134,0.1647,-0.000305,-0.1,-0.3,2012-01-22,wlg6bKd,"group_neutralize(ts_scale(group_backfill(nws7_2_d1_news_freq, industry, 252, std=1), 252), densify(country))",PASS,PASS,FAIL,FAIL,FAIL,FAIL,PASS
98,-1322311,20000000,822,771,0.0321,-0.0128,0.1777,-0.000795,-0.13,-0.42,2012-01-22,APK6L6R,"group_neutralize(ts_scale(group_backfill(star_rev_smart_estimate_fy1, industry, 252, std=1), 252), densify(country))",PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS
99,-1836493,20000000,723,875,0.0898,-0.0177,0.2132,-0.000395,-0.14,-0.36,2012-01-22,2LdEmQb,"group_neutralize(ts_scale(group_backfill(nws7_newsfreq_1_d1_qerf, industry, 252, std=1), 252), densify(country))",PASS,PASS,FAIL,FAIL,FAIL,FAIL,PASS
100,-1836493,20000000,723,875,0.0898,-0.0177,0.2132,-0.000395,-0.14,-0.36,2012-01-22,0EvneEv,"group_neutralize(ts_scale(group_backfill(nws7_news_freq_qerf, industry, 252, std=1), 252), densify(country))",PASS,PASS,FAIL,FAIL,FAIL,FAIL,PASS
101,-1343506,20000000,718,649,0.046,-0.013,0.1455,-0.000564,-0.16,-0.5,2012-01-22,APKqPJe,"group_neutralize(ts_scale(group_backfill(star_rev_analyst_number_fq2, industry, 252, std=1), 252), densify(country))",PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS
102,-1737081,20000000,860,686,0.064,-0.0168,0.1905,-0.000524,-0.17,-0.47,2012-01-22,9r0oloq,"group_neutralize(ts_scale(group_backfill(oth428_spe, industry, 252, std=1), 252), densify(country))",PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS
103,-1426075,20000000,750,847,0.0991,-0.0138,0.166,-0.000278,-0.18,-0.55,2012-01-22,zmpa8WE,"group_neutralize(ts_scale(group_backfill(rsk70_mfm2_asetrd_shortint, industry, 252, std=1), 252), densify(country))",PASS,PASS,FAIL,FAIL,FAIL,FAIL,PASS
104,-2698977,20000000,780,794,0.2526,-0.0261,0.2878,-0.000206,-0.19,-0.6,2012-01-22,EEJolLR,"group_neutralize(ts_scale(group_backfill(mdl106_dividend, industry, 252, std=1), 252), densify(country))",PASS,PASS,FAIL,FAIL,FAIL,FAIL,PASS
105,-1620643,20000000,892,706,0.0839,-0.0156,0.1889,-0.000373,-0.19,-0.55,2012-01-22,vlg0OVa,"group_neutralize(ts_scale(group_backfill(rp_css_business, industry, 252, std=1), 252), densify(country))",PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS
106,-2332070,20000000,634,843,0.1657,-0.0225,0.2523,-0.000272,-0.2,-0.53,2012-01-22,d0LeEdx,"group_neutralize(ts_scale(group_backfill(nws7_2_d1_tone_score, industry, 252, std=1), 252), densify(country))",PASS,PASS,FAIL,FAIL,FAIL,FAIL,PASS
107,-1590536,20000000,805,741,0.1337,-0.0154,0.1606,-0.00023,-0.24,-0.71,2012-01-22,JOKRZ3e,"group_neutralize(ts_scale(group_backfill(oth452_liability_d1_length, industry, 252, std=1), 252), densify(country))",PASS,PASS,FAIL,FAIL,FAIL,FAIL,PASS
108,-2657077,20000000,806,769,0.2238,-0.0257,0.3016,-0.000229,-0.24,-0.72,2012-01-22,P39j75p,"group_neutralize(ts_scale(group_backfill(mdl106_fmb, industry, 252, std=1), 252), densify(country))",PASS,PASS,FAIL,FAIL,FAIL,FAIL,PASS
109,-2311280,20000000,876,670,0.068,-0.0223,0.2364,-0.000656,-0.26,-0.62,2012-01-22,JOKle3e,"group_neutralize(ts_scale(group_backfill(oth428_dividend_per_share_fiscal_year_end, industry, 252, std=1), 252), densify(country))",PASS,PASS,FAIL,FAIL,FAIL,FAIL,PASS
110,-2472686,20000000,876,670,0.0685,-0.0239,0.2504,-0.000697,-0.26,-0.59,2012-01-22,P39jqYp,"group_neutralize(ts_scale(group_backfill(oth428_dividend_per_share_yearly_total, industry, 252, std=1), 252), densify(country))",PASS,PASS,FAIL,FAIL,FAIL,FAIL,PASS
111,-2784624,20000000,958,506,0.1541,-0.0269,0.2867,-0.000349,-0.3,-0.73,2012-01-22,QVXml8w,"group_neutralize(ts_scale(group_backfill(oth395_csjonesindustrymajor13_d1_length, industry, 252, std=1), 252), densify(country))",PASS,PASS,FAIL,FAIL,FAIL,FAIL,PASS
112,-4885266,20000000,782,816,0.434,-0.0472,0.5742,-0.000217,-0.39,-1.18,2012-01-22,k0lRoKg,"group_neutralize(ts_scale(group_backfill(rsk70_mfm2_asetrd_dsrt, industry, 252, std=1), 252), densify(country))",PASS,PASS,FAIL,FAIL,FAIL,FAIL,PASS
113,-3045326,20000000,995,511,0.1577,-0.0294,0.3127,-0.000373,-0.41,-0.95,2012-01-22,3RLdjPe,"group_neutralize(ts_scale(group_backfill(oth395_best11_d1_length, industry, 252, std=1), 252), densify(country))",PASS,PASS,FAIL,FAIL,FAIL,FAIL,PASS
114,-3187691,20000000,997,508,0.1572,-0.0308,0.3249,-0.000392,-0.47,-1.06,2012-01-22,EEJoXlr,"group_neutralize(ts_scale(group_backfill(oth452_accruals_d1_length, industry, 252, std=1), 252), densify(country))",PASS,PASS,FAIL,FAIL,FAIL,FAIL,PASS
115,0,0,0,0,0.0,0.0,0.0,0.0,,0.0,2012-01-22,Xn6X801,"group_neutralize(ts_scale(group_backfill(mdl106_country, industry, 252, std=1), 252), densify(country))",FAIL,PASS,,ERROR,FAIL,ERROR,FAIL
